ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME
"10,362.00",23.00,49.67,3.00,"1,142.41",1/5/2005 0:00,Shipped,1.00,1.00,"2,005.00",Motorcycles,60.00,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri
"10,374.00",22.00,53.30,4.00,"1,172.60",2/2/2005 0:00,Shipped,1.00,2.00,"2,005.00",Motorcycles,60.00,S18_2625,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony
"10,389.00",39.00,100.00,5.00,"6,981.00",3/3/2005 0:00,Shipped,1.00,3.00,"2,005.00",Motorcycles,60.00,S18_2625,Scandinavian Gift Ideas,0695-34 6555,èkergatan 24,,BrÑcke,,S-844 67,Sweden,EMEA,Larsson,Maria
"10,402.00",55.00,55.72,2.00,"3,064.60",4/7/2005 0:00,Shipped,2.00,4.00,"2,005.00",Motorcycles,60.00,S18_2625,Auto Canal+ Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique
"10,417.00",36.00,61.18,6.00,"2,202.48",5/13/2005 0:00,Disputed,2.00,5.00,"2,005.00",Motorcycles,60.00,S18_2625,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,101.00",26.00,100.00,1.00,"3,773.38",1/9/2003 0:00,Shipped,1.00,1.00,"2,003.00",Vintage Cars,168.00,S18_2795,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland
"10,110.00",31.00,100.00,1.00,"5,074.39",3/18/2003 0:00,Shipped,1.00,3.00,"2,003.00",Vintage Cars,168.00,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
"10,125.00",34.00,100.00,2.00,"6,483.46",5/21/2003 0:00,Shipped,2.00,5.00,"2,003.00",Vintage Cars,168.00,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
"10,139.00",41.00,100.00,8.00,"7,956.46",7/16/2003 0:00,Shipped,3.00,7.00,"2,003.00",Vintage Cars,168.00,S18_2795,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
"10,149.00",23.00,100.00,5.00,"4,230.62",9/12/2003 0:00,Shipped,3.00,9.00,"2,003.00",Vintage Cars,168.00,S18_2795,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue
"10,162.00",48.00,100.00,3.00,"7,209.12",10/18/2003 0:00,Shipped,4.00,10.00,"2,003.00",Vintage Cars,168.00,S18_2795,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie
"10,173.00",22.00,100.00,7.00,"3,452.68",11/5/2003 0:00,Shipped,4.00,11.00,"2,003.00",Vintage Cars,168.00,S18_2795,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
"10,182.00",21.00,100.00,4.00,"3,047.73",11/12/2003 0:00,Shipped,4.00,11.00,"2,003.00",Vintage Cars,168.00,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
"10,193.00",22.00,100.00,8.00,"3,675.32",11/21/2003 0:00,Shipped,4.00,11.00,"2,003.00",Vintage Cars,168.00,S18_2795,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
"10,205.00",40.00,100.00,3.00,"7,492.40",12/3/2003 0:00,Shipped,4.00,12.00,"2,003.00",Vintage Cars,168.00,S18_2795,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,214.00",50.00,100.00,1.00,"9,534.50",1/26/2004 0:00,Shipped,1.00,1.00,"2,004.00",Vintage Cars,168.00,S18_2795,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart°n
"10,227.00",29.00,100.00,4.00,"5,579.02",3/2/2004 0:00,Shipped,1.00,3.00,"2,004.00",Vintage Cars,168.00,S18_2795,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary
"10,244.00",43.00,100.00,8.00,"5,950.34",4/29/2004 0:00,Shipped,2.00,4.00,"2,004.00",Vintage Cars,168.00,S18_2795,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,255.00",24.00,100.00,1.00,"3,726.00",6/4/2004 0:00,Shipped,2.00,6.00,"2,004.00",Vintage Cars,168.00,S18_2795,Mini Caravy,88.60.1555,"24, place KlÇber",,Strasbourg,,67000,France,EMEA,Citeaux,FrÇdÇrique
"10,280.00",22.00,100.00,10.00,"4,455.00",8/17/2004 0:00,Shipped,3.00,8.00,"2,004.00",Vintage Cars,168.00,S18_2795,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo
"10,289.00",43.00,100.00,3.00,"8,272.34",9/3/2004 0:00,Shipped,3.00,9.00,"2,004.00",Vintage Cars,168.00,S18_2795,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel
"10,304.00",20.00,100.00,14.00,"3,577.60",10/11/2004 0:00,Shipped,4.00,10.00,"2,004.00",Vintage Cars,168.00,S18_2795,Auto AssociÇs & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel
"10,312.00",25.00,100.00,11.00,"3,881.25",10/21/2004 0:00,Shipped,4.00,10.00,"2,004.00",Vintage Cars,168.00,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
"10,322.00",36.00,100.00,2.00,"5,797.44",11/4/2004 0:00,Shipped,4.00,11.00,"2,004.00",Vintage Cars,168.00,S18_2795,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie
"10,332.00",24.00,52.67,1.00,"1,264.08",11/17/2004 0:00,Shipped,4.00,11.00,"2,004.00",Vintage Cars,168.00,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
"10,347.00",21.00,100.00,6.00,"4,815.30",11/29/2004 0:00,Shipped,4.00,11.00,"2,004.00",Vintage Cars,168.00,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
"10,356.00",30.00,100.00,1.00,"4,462.20",12/9/2004 0:00,Shipped,4.00,12.00,"2,004.00",Vintage Cars,168.00,S18_2795,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel
"10,367.00",32.00,94.79,7.00,"3,033.28",1/12/2005 0:00,Resolved,1.00,1.00,"2,005.00",Vintage Cars,168.00,S18_2795,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie
"10,380.00",21.00,47.18,8.00,990.78,2/16/2005 0:00,Shipped,1.00,2.00,"2,005.00",Vintage Cars,168.00,S18_2795,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,390.00",26.00,78.11,7.00,"2,030.86",3/4/2005 0:00,Shipped,1.00,3.00,"2,005.00",Vintage Cars,168.00,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
"10,421.00",35.00,100.00,1.00,"5,433.75",5/29/2005 0:00,In Process,2.00,5.00,"2,005.00",Vintage Cars,168.00,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
"10,109.00",26.00,100.00,1.00,"3,157.44",3/10/2003 0:00,Shipped,1.00,3.00,"2,003.00",Classic Cars,132.00,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa
"10,123.00",46.00,100.00,3.00,"5,161.20",5/20/2003 0:00,Shipped,2.00,5.00,"2,003.00",Classic Cars,132.00,S18_2870,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine
"10,137.00",37.00,100.00,3.00,"4,346.76",7/10/2003 0:00,Shipped,3.00,7.00,"2,003.00",Classic Cars,132.00,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
"10,148.00",27.00,100.00,10.00,"3,528.36",9/11/2003 0:00,Shipped,3.00,9.00,"2,003.00",Classic Cars,132.00,S18_2870,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
"10,161.00",23.00,100.00,9.00,"3,187.80",10/17/2003 0:00,Shipped,4.00,10.00,"2,003.00",Classic Cars,132.00,S18_2870,Heintze Collectables,86 21 3555,Smagsloget 45,,èrhus,,8200,Denmark,EMEA,Ibsen,Palle
"10,172.00",39.00,100.00,7.00,"6,023.16",11/5/2003 0:00,Shipped,4.00,11.00,"2,003.00",Classic Cars,132.00,S18_2870,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie
"10,181.00",27.00,100.00,3.00,"3,884.76",11/12/2003 0:00,Shipped,4.00,11.00,"2,003.00",Classic Cars,132.00,S18_2870,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel
"10,192.00",38.00,100.00,8.00,"4,965.84",11/20/2003 0:00,Shipped,4.00,11.00,"2,003.00",Classic Cars,132.00,S18_2870,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie
"10,204.00",27.00,100.00,14.00,"4,169.88",12/2/2003 0:00,Shipped,4.00,12.00,"2,003.00",Classic Cars,132.00,S18_2870,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff
"10,212.00",40.00,100.00,7.00,"4,910.40",1/16/2004 0:00,Shipped,1.00,1.00,"2,004.00",Classic Cars,132.00,S18_2870,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,226.00",24.00,100.00,5.00,"3,231.36",2/26/2004 0:00,Shipped,1.00,2.00,"2,004.00",Classic Cars,132.00,S18_2870,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie
"10,241.00",44.00,100.00,12.00,"6,853.44",4/13/2004 0:00,Shipped,2.00,4.00,"2,004.00",Classic Cars,132.00,S18_2870,Mini Caravy,88.60.1555,"24, place KlÇber",,Strasbourg,,67000,France,EMEA,Citeaux,FrÇdÇrique
"10,253.00",37.00,100.00,2.00,"5,177.04",6/1/2004 0:00,Cancelled,2.00,6.00,"2,004.00",Classic Cars,132.00,S18_2870,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
"10,266.00",20.00,100.00,3.00,"2,824.80",7/6/2004 0:00,Shipped,3.00,7.00,"2,004.00",Classic Cars,132.00,S18_2870,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
"10,278.00",39.00,100.00,3.00,"4,324.32",8/6/2004 0:00,Shipped,3.00,8.00,"2,004.00",Classic Cars,132.00,S18_2870,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue
"10,287.00",44.00,100.00,1.00,"5,052.96",8/30/2004 0:00,Shipped,3.00,8.00,"2,004.00",Classic Cars,132.00,S18_2870,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Genäve,,1203,Switzerland,EMEA,Holz,Michael
"10,301.00",22.00,100.00,5.00,"3,223.44",10/5/2003 0:00,Shipped,4.00,10.00,"2,003.00",Classic Cars,132.00,S18_2870,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan
"10,311.00",43.00,100.00,10.00,"5,278.68",10/16/2004 0:00,Shipped,4.00,10.00,"2,004.00",Classic Cars,132.00,S18_2870,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,321.00",27.00,100.00,7.00,"2,851.20",11/4/2004 0:00,Shipped,4.00,11.00,"2,004.00",Classic Cars,132.00,S18_2870,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta
"10,331.00",26.00,64.90,10.00,"1,687.40",11/17/2004 0:00,Shipped,4.00,11.00,"2,004.00",Classic Cars,132.00,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa
"10,343.00",25.00,52.32,3.00,"1,308.00",11/24/2004 0:00,Shipped,4.00,11.00,"2,004.00",Classic Cars,132.00,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul
"10,366.00",49.00,100.00,2.00,"6,144.60",1/10/2005 0:00,Shipped,1.00,1.00,"2,005.00",Classic Cars,132.00,S18_2870,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale
"10,379.00",29.00,100.00,5.00,"5,127.20",2/10/2005 0:00,Shipped,1.00,2.00,"2,005.00",Classic Cars,132.00,S18_2870,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,407.00",41.00,100.00,12.00,"6,386.16",4/22/2005 0:00,On Hold,2.00,4.00,"2,005.00",Classic Cars,132.00,S18_2870,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue
"10,419.00",55.00,100.00,2.00,"7,695.60",5/17/2005 0:00,Shipped,2.00,5.00,"2,005.00",Classic Cars,132.00,S18_2870,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
"10,103.00",27.00,83.07,12.00,"2,242.89",1/29/2003 0:00,Shipped,1.00,1.00,"2,003.00",Vintage Cars,101.00,S18_2949,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas
"10,112.00",23.00,100.00,2.00,"2,539.89",3/24/2003 0:00,Shipped,1.00,3.00,"2,003.00",Vintage Cars,101.00,S18_2949,"Volvo Model Replicas, Co",0921-12 3555,BerguvsvÑgen  8,,LuleÜ,,S-958 22,Sweden,EMEA,Berglund,Christina
"10,126.00",31.00,90.17,12.00,"2,795.27",5/28/2003 0:00,Shipped,2.00,5.00,"2,003.00",Vintage Cars,101.00,S18_2949,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart°n
"10,139.00",46.00,100.00,1.00,"5,545.76",7/16/2003 0:00,Shipped,3.00,7.00,"2,003.00",Vintage Cars,101.00,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
"10,150.00",47.00,91.18,9.00,"4,285.46",9/19/2003 0:00,Shipped,3.00,9.00,"2,003.00",Vintage Cars,101.00,S18_2949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,079903,Singapore,Japan,Natividad,Eric
"10,163.00",31.00,100.00,2.00,"3,329.09",10/20/2003 0:00,Shipped,4.00,10.00,"2,003.00",Vintage Cars,101.00,S18_2949,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria
"10,174.00",46.00,100.00,5.00,"5,592.22",11/6/2003 0:00,Shipped,4.00,11.00,"2,003.00",Vintage Cars,101.00,S18_2949,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony
"10,183.00",37.00,89.15,9.00,"3,298.55",11/13/2003 0:00,Shipped,4.00,11.00,"2,003.00",Vintage Cars,101.00,S18_2949,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca
"10,193.00",28.00,93.21,1.00,"2,609.88",11/21/2003 0:00,Shipped,4.00,11.00,"2,003.00",Vintage Cars,101.00,S18_2949,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
"10,206.00",37.00,90.17,7.00,"3,336.29",12/5/2003 0:00,Shipped,4.00,12.00,"2,003.00",Vintage Cars,101.00,S18_2949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi
"10,215.00",49.00,100.00,4.00,"5,510.05",1/29/2004 0:00,Shipped,1.00,1.00,"2,004.00",Vintage Cars,101.00,S18_2949,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Steve
"10,228.00",24.00,100.00,3.00,"2,504.40",3/10/2004 0:00,Shipped,1.00,3.00,"2,004.00",Vintage Cars,101.00,S18_2949,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung
"10,244.00",30.00,100.00,1.00,"3,525.60",4/29/2004 0:00,Shipped,2.00,4.00,"2,004.00",Vintage Cars,101.00,S18_2949,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,257.00",50.00,88.14,1.00,"4,407.00",6/14/2004 0:00,Shipped,2.00,6.00,"2,004.00",Vintage Cars,101.00,S18_2949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue
"10,270.00",31.00,96.24,10.00,"2,983.44",7/19/2004 0:00,Shipped,3.00,7.00,"2,004.00",Vintage Cars,101.00,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
"10,280.00",46.00,100.00,3.00,"5,126.24",8/17/2004 0:00,Shipped,3.00,8.00,"2,004.00",Vintage Cars,101.00,S18_2949,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo
"10,291.00",47.00,100.00,12.00,"5,713.79",9/8/2004 0:00,Shipped,3.00,9.00,"2,004.00",Vintage Cars,101.00,S18_2949,Scandinavian Gift Ideas,0695-34 6555,èkergatan 24,,BrÑcke,,S-844 67,Sweden,EMEA,Larsson,Maria
"10,304.00",46.00,100.00,7.00,"4,613.80",10/11/2004 0:00,Shipped,4.00,10.00,"2,004.00",Vintage Cars,101.00,S18_2949,Auto AssociÇs & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel
"10,312.00",37.00,100.00,4.00,"3,711.10",10/21/2004 0:00,Shipped,4.00,10.00,"2,004.00",Vintage Cars,101.00,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
"10,322.00",33.00,100.00,12.00,"3,524.73",11/4/2004 0:00,Shipped,4.00,11.00,"2,004.00",Vintage Cars,101.00,S18_2949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie
"10,333.00",31.00,90.17,5.00,"2,795.27",11/18/2004 0:00,Shipped,4.00,11.00,"2,004.00",Vintage Cars,101.00,S18_2949,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie
"10,347.00",48.00,100.00,9.00,"4,814.40",11/29/2004 0:00,Shipped,4.00,11.00,"2,004.00",Vintage Cars,101.00,S18_2949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
"10,357.00",41.00,87.13,6.00,"3,572.33",12/10/2004 0:00,Shipped,4.00,12.00,"2,004.00",Vintage Cars,101.00,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie
"10,369.00",42.00,100.00,1.00,"4,581.36",1/20/2005 0:00,Shipped,1.00,1.00,"2,005.00",Vintage Cars,101.00,S18_2949,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen
"10,381.00",41.00,100.00,8.00,"4,319.76",2/17/2005 0:00,Shipped,1.00,2.00,"2,005.00",Vintage Cars,101.00,S18_2949,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie
"10,391.00",32.00,45.25,6.00,"1,448.00",3/9/2005 0:00,Shipped,1.00,3.00,"2,005.00",Vintage Cars,101.00,S18_2949,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
"10,423.00",10.00,88.14,1.00,881.40,5/30/2005 0:00,In Process,2.00,5.00,"2,005.00",Vintage Cars,101.00,S18_2949,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine
"10,103.00",35.00,57.46,14.00,"2,011.10",1/29/2003 0:00,Shipped,1.00,1.00,"2,003.00",Vintage Cars,62.00,S18_2957,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas
"10,111.00",28.00,64.33,2.00,"1,801.24",3/25/2003 0:00,Shipped,1.00,3.00,"2,003.00",Vintage Cars,62.00,S18_2957,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie
"10,126.00",46.00,73.70,14.00,"3,390.20",5/28/2003 0:00,Shipped,2.00,5.00,"2,003.00",Vintage Cars,62.00,S18_2957,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart°n
"10,139.00",20.00,71.20,3.00,"1,424.00",7/16/2003 0:00,Shipped,3.00,7.00,"2,003.00",Vintage Cars,62.00,S18_2957,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
"10,150.00",30.00,49.97,11.00,"1,499.10",9/19/2003 0:00,Shipped,3.00,9.00,"2,003.00",Vintage Cars,62.00,S18_2957,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,079903,Singapore,Japan,Natividad,Eric
"10,163.00",48.00,69.96,4.00,"3,358.08",10/20/2003 0:00,Shipped,4.00,10.00,"2,003.00",Vintage Cars,62.00,S18_2957,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria
"10,173.00",28.00,53.72,2.00,"1,504.16",11/5/2003 0:00,Shipped,4.00,11.00,"2,003.00",Vintage Cars,62.00,S18_2957,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
"10,183.00",39.00,68.08,11.00,"2,655.12",11/13/2003 0:00,Shipped,4.00,11.00,"2,003.00",Vintage Cars,62.00,S18_2957,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca
"10,193.00",24.00,51.84,3.00,"1,244.16",11/21/2003 0:00,Shipped,4.00,11.00,"2,003.00",Vintage Cars,62.00,S18_2957,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
"10,206.00",28.00,67.46,9.00,"1,888.88",12/5/2003 0:00,Shipped,4.00,12.00,"2,003.00",Vintage Cars,62.00,S18_2957,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi
"10,215.00",31.00,58.71,6.00,"1,820.01",1/29/2004 0:00,Shipped,1.00,1.00,"2,004.00",Vintage Cars,62.00,S18_2957,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Steve
"10,228.00",45.00,63.71,5.00,"2,866.95",3/10/2004 0:00,Shipped,1.00,3.00,"2,004.00",Vintage Cars,62.00,S18_2957,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung
"10,244.00",24.00,58.09,3.00,"1,394.16",4/29/2004 0:00,Shipped,2.00,4.00,"2,004.00",Vintage Cars,62.00,S18_2957,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego
"10,257.00",49.00,53.72,3.00,"2,632.28",6/14/2004 0:00,Shipped,2.00,6.00,"2,004.00",Vintage Cars,62.00,S18_2957,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue
"10,269.00",32.00,63.08,1.00,"2,018.56",7/16/2004 0:00,Shipped,3.00,7.00,"2,004.00",Vintage Cars,62.00,S18_2957,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg
"10,280.00",43.00,68.71,5.00,"2,954.53",8/17/2004 0:00,Shipped,3.00,8.00,"2,004.00",Vintage Cars,62.00,S18_2957,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo
"10,291.00",37.00,50.59,14.00,"1,871.83",9/8/2004 0:00,Shipped,3.00,9.00,"2,004.00",Vintage Cars,62.00,S18_2957,Scandinavian Gift Ideas,0695-34 6555,èkergatan 24,,BrÑcke,,S-844 67,Sweden,EMEA,Larsson,Maria
